(component),demoModal.error,en,missing_key,medium,Add EN translation
(component),demoModal.error,de,missing_key,medium,Add DE translation
(component),demoModal.consentRequired,en,missing_key,medium,Add EN translation
(component),demoModal.consentRequired,de,missing_key,medium,Add DE translation
(component),demoModal.success,en,missing_key,medium,Add EN translation
(component),demoModal.success,de,missing_key,medium,Add DE translation
(component),demoModal.successMessage,en,missing_key,medium,Add EN translation
(component),demoModal.successMessage,de,missing_key,medium,Add DE translation
(component),demoModal.errorMessage,en,missing_key,medium,Add EN translation
(component),demoModal.errorMessage,de,missing_key,medium,Add DE translation
(component),demoModal.title,en,missing_key,medium,Add EN translation
(component),demoModal.title,de,missing_key,medium,Add DE translation
(component),demoModal.name,en,missing_key,medium,Add EN translation
(component),demoModal.name,de,missing_key,medium,Add DE translation
(component),demoModal.namePlaceholder,en,missing_key,medium,Add EN translation
(component),demoModal.namePlaceholder,de,missing_key,medium,Add DE translation
(component),demoModal.email,en,missing_key,medium,Add EN translation
(component),demoModal.email,de,missing_key,medium,Add DE translation
(component),demoModal.emailPlaceholder,en,missing_key,medium,Add EN translation
(component),demoModal.emailPlaceholder,de,missing_key,medium,Add DE translation
(component),demoModal.role,en,missing_key,medium,Add EN translation
(component),demoModal.role,de,missing_key,medium,Add DE translation
(component),demoModal.roleSelect,en,missing_key,medium,Add EN translation
(component),demoModal.roleSelect,de,missing_key,medium,Add DE translation
(component),demoModal.roleTeacher,en,missing_key,medium,Add EN translation
(component),demoModal.roleTeacher,de,missing_key,medium,Add DE translation
(component),demoModal.roleHead,en,missing_key,medium,Add EN translation
(component),demoModal.roleHead,de,missing_key,medium,Add DE translation
(component),demoModal.roleSEN,en,missing_key,medium,Add EN translation
(component),demoModal.roleSEN,de,missing_key,medium,Add DE translation
(component),demoModal.roleDept,en,missing_key,medium,Add EN translation
(component),demoModal.roleDept,de,missing_key,medium,Add DE translation
(component),demoModal.roleSLT,en,missing_key,medium,Add EN translation
(component),demoModal.roleSLT,de,missing_key,medium,Add DE translation
(component),demoModal.roleOther,en,missing_key,medium,Add EN translation
(component),demoModal.roleOther,de,missing_key,medium,Add DE translation
(component),demoModal.org,en,missing_key,medium,Add EN translation
(component),demoModal.org,de,missing_key,medium,Add DE translation
(component),demoModal.orgPlaceholder,en,missing_key,medium,Add EN translation
(component),demoModal.orgPlaceholder,de,missing_key,medium,Add DE translation
(component),demoModal.country,en,missing_key,medium,Add EN translation
(component),demoModal.country,de,missing_key,medium,Add DE translation
(component),demoModal.countryPlaceholder,en,missing_key,medium,Add EN translation
(component),demoModal.countryPlaceholder,de,missing_key,medium,Add DE translation
(component),demoModal.product,en,missing_key,medium,Add EN translation
(component),demoModal.product,de,missing_key,medium,Add DE translation
(component),demoModal.timePreference,en,missing_key,medium,Add EN translation
(component),demoModal.timePreference,de,missing_key,medium,Add DE translation
(component),demoModal.timePlaceholder,en,missing_key,medium,Add EN translation
(component),demoModal.timePlaceholder,de,missing_key,medium,Add DE translation
(component),demoModal.notes,en,missing_key,medium,Add EN translation
(component),demoModal.notes,de,missing_key,medium,Add DE translation
(component),demoModal.notesPlaceholder,en,missing_key,medium,Add EN translation
(component),demoModal.notesPlaceholder,de,missing_key,medium,Add DE translation
(component),demoModal.consent,en,missing_key,medium,Add EN translation
(component),demoModal.consent,de,missing_key,medium,Add DE translation
(component),demoModal.cancel,en,missing_key,medium,Add EN translation
(component),demoModal.cancel,de,missing_key,medium,Add DE translation
(component),demoModal.submitting,en,missing_key,medium,Add EN translation
(component),demoModal.submitting,de,missing_key,medium,Add DE translation
(component),demoModal.submit,en,missing_key,medium,Add EN translation
(component),demoModal.submit,de,missing_key,medium,Add DE translation
(component),form.error,en,missing_key,medium,Add EN translation
(component),form.error,de,missing_key,medium,Add DE translation
(component),form.success,en,missing_key,medium,Add EN translation
(component),form.success,de,missing_key,medium,Add DE translation
(component),form.name,en,missing_key,medium,Add EN translation
(component),form.name,de,missing_key,medium,Add DE translation
(component),form.email,en,missing_key,medium,Add EN translation
(component),form.email,de,missing_key,medium,Add DE translation
(component),form.consent,en,missing_key,medium,Add EN translation
(component),form.consent,de,missing_key,medium,Add DE translation
(component),form.privacyLink,en,missing_key,medium,Add EN translation
(component),form.privacyLink,de,missing_key,medium,Add DE translation
(component),form.submit,en,missing_key,medium,Add EN translation
(component),form.submit,de,missing_key,medium,Add DE translation
